,thscode,ths_option_call_volume_option,ths_option_put_volume_option,ths_option_call_oi_option,ths_option_put_oi_option,ths_option_total_oi_pcr_option
2025-11-12,510050.SH,462601,452992,760377,722346,94.9984
2025-11-13,510050.SH,425231,415267,721691,742900,102.9388
2025-11-14,510050.SH,384500,401669,755390,718979,95.1798
2025-11-17,510050.SH,566395,626528,819966,720596,87.8812
2025-11-18,510050.SH,491986,521569,864826,723308,83.6362
2025-11-19,510050.SH,494307,522492,808920,720826,89.1097
2025-11-20,510050.SH,504549,473968,806581,703962,87.2773
2025-11-21,510050.SH,824863,842887,866757,653363,75.3802
2025-11-24,510050.SH,501483,511228,860216,633652,73.66199999999998
2025-11-25,510050.SH,493147,434812,827407,646227,78.1027
2025-11-26,510050.SH,364378,327731,501614,502010,100.0789
2025-11-27,510050.SH,324281,300714,552561,542917,98.2547
2025-11-28,510050.SH,242566,248044,576998,567988,98.4385
2025-12-01,510050.SH,292413,304140,571292,590411,103.3466
2025-12-02,510050.SH,207101,224151,601893,598040,99.3599
2025-12-03,510050.SH,245388,306120,635672,615439,96.8171
2025-12-04,510050.SH,265098,246539,643614,628064,97.584
2025-12-05,510050.SH,485776,405412,619346,660303,106.6129
2025-12-08,510050.SH,525600,413444,620387,667988,107.6728
2025-12-09,510050.SH,320986,254428,666866,669837,100.4455
2025-12-10,510050.SH,413662,352234,693101,661499,95.4405
2025-12-11,510050.SH,346484,373147,713794,660995,92.603
2025-12-12,510050.SH,418870,454347,690587,665016,96.2972
2025-12-15,510050.SH,407275,444890,667105,666792,99.9531
2025-12-16,510050.SH,559030,747093,730377,635678,87.0342
2025-12-17,510050.SH,727875,641859,668046,655364,98.1016
2025-12-18,510050.SH,409645,495356,662436,651412,98.3358
2025-12-19,510050.SH,479281,399389,657999,661409,100.5182
2025-12-22,510050.SH,406377,322074,635952,619975,97.4877
2025-12-23,510050.SH,458723,422067,644621,659363,102.2869
2025-12-24,510050.SH,449035,339137,433754,394113,90.8609
2025-12-25,510050.SH,260001,293036,477817,462970,96.8927
2025-12-26,510050.SH,482276,422296,509176,497428,97.6927
2025-12-29,510050.SH,317199,303946,512163,481219,93.9582
2025-12-30,510050.SH,294704,286820,508070,477652,94.013
2025-12-31,510050.SH,305266,294801,532076,476645,89.5821
2026-01-05,510050.SH,599778,545858,500711,545987,109.0423
2026-01-06,510050.SH,934334,550062,552620,601052,108.7641
2026-01-07,510050.SH,617761,450500,610392,622336,101.9568
2026-01-08,510050.SH,441881,353043,625782,603179,96.388
2026-01-09,510050.SH,619766,398742,635632,624875,98.3077
2026-01-12,510050.SH,692928,408784,653185,646953,99.0459
2026-01-13,510050.SH,843831,480803,678004,662220,97.672
2026-01-14,510050.SH,881758,675661,710544,658009,92.6064
2026-01-15,510050.SH,507681,443580,752362,656012,87.1937
2026-01-16,510050.SH,664758,534878,817031,650256,79.5877
2026-01-19,510050.SH,490045,575870,810130,628367,77.5637
2026-01-20,510050.SH,476660,411012,819088,632706,77.2452
2026-01-21,510050.SH,538077,407008,837209,638239,76.2341
2026-01-22,510050.SH,514334,422535,899616,646964,71.9156
2026-01-23,510050.SH,630947,615432,972906,649385,66.7469
2026-01-26,510050.SH,957176,729660,889577,626396,70.415
2026-01-27,510050.SH,659698,501965,900035,645490,71.7183
2026-01-28,510050.SH,560466,484928,603925,446168,73.878
2026-01-29,510050.SH,767700,531891,606950,509828,83.9984
2026-01-30,510050.SH,588632,522376,664866,495085,74.4639
2026-02-02,510050.SH,669842,699756,778835,524451,67.3379
2026-02-03,510050.SH,532613,523607,792435,541868,68.3801
2026-02-04,510050.SH,447109,387795,755457,562510,74.4596
2026-02-05,510050.SH,407603,391634,775595,570731,73.5862
2026-02-06,510050.SH,404138,389204,801275,575623,71.8384
2026-02-09,510050.SH,396493,427098,755761,585314,77.447
2026-02-10,510050.SH,260717,263308,739068,588110,79.5745
2026-02-11,510050.SH,265443,302845,717317,560815,78.1823
2026-02-12,510050.SH,253143,230295,733821,549876,74.9333
2026-02-13,510050.SH,593018,542502,749246,527889,70.456
2026-02-24,510050.SH,447032,328729,766668,535769,69.8828
2026-02-25,510050.SH,480681,356742,520627,410009,78.7529
2026-02-26,510050.SH,345703,300827,601590,468395,77.8595
2026-02-27,510050.SH,228995,192458,610320,485084,79.4803
2026-03-02,510050.SH,445558,455201,615652,507469,82.4279
2026-03-03,510050.SH,552619,670732,661982,531470,80.2847
2026-03-04,510050.SH,573864,653928,732425,571020,77.9629
2026-03-05,510050.SH,345767,325159,743481,568046,76.4036
2026-03-06,510050.SH,325015,238376,764239,587796,76.9126
2026-03-09,510050.SH,560910,554969,781036,579012,74.1338
2026-03-10,510050.SH,297096,255230,785728,589036,74.9669
2026-03-11,510050.SH,288099,203489,791882,605784,76.4993
2026-03-12,510050.SH,345929,337582,819228,606766,74.0656
2026-03-13,510050.SH,333283,312465,825023,616856,74.7683
2026-03-16,510050.SH,455830,431122,831581,609814,73.3319
2026-03-17,510050.SH,690612,506373,810167,603714,74.5172
2026-03-18,510050.SH,516859,383205,847993,612455,72.2241
2026-03-19,510050.SH,605939,609564,910731,615138,67.5433
2026-03-20,510050.SH,686311,462644,954117,618886,64.8648
2026-03-23,510050.SH,1185148,998446,1080213,585348,54.1882
2026-03-24,510050.SH,900620,636767,1054649,575049,54.5252
2026-03-25,510050.SH,686722,444392,612371,442295,72.2266
2026-03-26,510050.SH,735225,398502,681286,482350,70.7999
2026-03-27,510050.SH,387140,319753,712715,509964,71.5523
2026-03-30,510050.SH,457721,349696,729268,528627,72.4873
2026-03-31,510050.SH,451311,385688,751907,542943,72.2088
2026-04-01,510050.SH,581160,350484,716137,550929,76.9307
2026-04-02,510050.SH,328273,359668,755160,561016,74.291
2026-04-03,510050.SH,404779,299880,798729,570241,71.3936
2026-04-07,510050.SH,317315,272043,814821,573990,70.4437
2026-04-08,510050.SH,731970,531565,736783,583010,79.1291
2026-04-09,510050.SH,334148,237201,766144,591276,77.1756
